-9.4,-5.45,0
-9.35,-5.45,0
-9.31,-5.45,0
-9.27,-5.45,0
-9.234,-5.45,0
-9.198,-5.45,0
-9.1732,-5.45,0
-9.1484,-5.45,0
-9.12608,-5.45,0
-9.10376,-5.45,0
-9.086152,-5.45,0
-9.070776,-5.45,0
-9.0554,-5.45,0
-9.04486,-5.45,0
-9.03432,-5.45,0
-9.025888,-5.45,0
-9.017456,-5.45,0
-9.0098672,-5.45,0
-9.0022784,-5.45,0
-8.99705056,-5.45,0
-8.99182272,-5.45,0
-8.987640448,-5.45,0
-8.983458176,-5.45,0
-8.9801123584,-5.45,0
-8.9767665408,-5.45,0
-8.97408988672,-5.45,0
-8.97141323264,-5.45,0
-8.969271909376,-5.45,0
-8.967130586112,-5.45,0
-8.9654175275008,-5.45,0
-8.9637044688896,-5.45,0
-8.96216271613952,-5.45,0
-8.96062096338944,-5.45,0
-8.9595588670505,-5.45,0
-8.9585588670505,-5.45,0
-8.9575588670505,-5.45,0
-8.9565588670505,-5.45,0
-8.9555588670505,-5.45,0
-8.9545588670505,-5.45,0
-8.9045588670505,-5.45,0
-8.8545588670505,-5.45,0
-8.8145588670505,-5.45,0
-8.7745588670505,-5.45,0
-8.7425588670505,-5.45,0
-8.7105588670505,-5.45,0
-8.6849588670505,-5.45,0
-8.6593588670505,-5.45,0
-8.6388788670505,-5.45,0
-8.6183988670505,-5.45,0
-8.6020148670505,-5.45,0
-8.5856308670505,-5.45,0
-8.5708852670505,-5.45,0
-8.5561396670505,-5.45,0
-8.5445070270505,-5.45,0
-8.5328743870505,-5.45,0
-8.5250428350505,-5.45,0
-8.5172112830505,-5.45,0
-8.5109460414505,-5.45,0
-8.5046807998505,-5.45,0
-8.4996686065705,-5.45,0
-8.4946564132905,-5.45,0
-8.4906466586665,-5.45,0
-8.4870378795049,-5.45,0
-8.4834291003433,-5.45,0
-8.48018119909786,-5.45,0
-8.47693329785242,-5.45,0
-8.47437106464768,-5.45,0
-8.47180883144295,-5.45,0
-8.4700838350037,-5.45,0
-8.46853133820838,-5.45,0
-8.46713409109259,-5.45,0
-8.4657368439768,-5.45,0
-8.46461904628417,-5.45,0
-8.46361302836081,-5.45,0
-8.46260701043744,-5.45,0
-8.46160701043744,-5.45,0
-8.46060701043744,-5.45,0
-8.45960701043744,-5.45,0
-8.45860701043744,-5.45,0
-8.40860701043744,-5.45,0
-8.36360701043744,-5.45,0
-8.31860701043744,-5.45,0
-8.28260701043744,-5.45,0
-8.24660701043744,-5.45,0
-8.21420701043744,-5.45,0
-8.18180701043744,-5.45,0
-8.15624701043744,-5.45,0
-8.13068701043744,-5.45,0
-8.11347901043744,-5.45,0
-8.09627101043744,-5.45,0
-8.07906301043744,-5.45,0
-8.06529661043744,-5.45,0
-8.05153021043744,-5.45,0
-8.04086125043744,-5.45,0
-8.03019229043744,-5.45,0
-8.02303376243744,-5.45,0
-8.01587523443744,-5.45,0
-8.01014841203744,-5.45,0
-8.00442158963744,-5.45,0
-7.99926744947744,-5.45,0
-7.99411330931744,-5.45,0
-7.99056267942944,-5.45,0
-7.98701204954144,-5.45,0
-7.98381648264224,-5.45,0
-7.98129553542176,-5.45,0
-7.97877458820128,-5.45,0
-7.9767578304249,-5.45,0
-7.97474107264851,-5.45,0
-7.9731276664274,-5.45,0
-7.9715142602063,-5.45,0
-7.97022353522941,-5.45,0
-7.96893281025253,-5.45,0
-7.96790023027102,-5.45,0
-7.96686765028951,-5.45,0
-7.96586765028951,-5.45,0
-7.96486765028951,-5.45,0
-7.96386765028951,-5.45,0
-7.96286765028951,-5.45,0
-7.91286765028951,-5.45,0
-7.86286765028951,-5.45,0
-7.82286765028951,-5.45,0
-7.78686765028951,-5.45,0
-7.75086765028951,-5.45,0
-7.71846765028951,-5.45,0
-7.68606765028951,-5.45,0
-7.66374765028951,-5.45,0
-7.64142765028951,-5.45,0
-7.62357165028951,-5.45,0
-7.60571565028951,-5.45,0
-7.58964525028951,-5.45,0
-7.57357485028951,-5.45,0
-7.56089709028951,-5.45,0
-7.54821933028951,-5.45,0
-7.53968416228951,-5.45,0
-7.53114899428951,-5.45,0
-7.52432085988951,-5.45,0
-7.51749272548951,-5.45,0
-7.51066459108951,-5.45,0
-7.50383645668951,-5.45,0
-7.49973957604951,-5.45,0
-7.49564269540951,-5.45,0
-7.49154581476951,-5.45,0
-7.48867799832151,-5.45,0
-7.48581018187351,-5.45,0
-7.48351592871511,-5.45,0
-7.48122167555671,-5.45,0
-7.47938627302999,-5.45,0
-7.47755087050327,-5.45,0
-7.47589900822922,-5.45,0
-7.47424714595517,-5.45,0
-7.47310919638861,-5.45,0
-7.47197124682204,-5.45,0
-7.47097124682204,-5.45,0
-7.46997124682204,-5.45,0
-7.46897124682204,-5.45,0
-7.46797124682204,-5.45,0
-7.46697124682204,-5.45,0
-7.46597124682204,-5.45,0
-7.41597124682204,-5.45,0
-7.37097124682204,-5.45,0
-7.32597124682204,-5.45,0
-7.28997124682204,-5.45,0
-7.25397124682204,-5.45,0
-7.22517124682204,-5.45,0
-7.19925124682204,-5.45,0
-7.17592324682204,-5.45,0
-7.15259524682204,-5.45,0
-7.13160004682204,-5.45,0
-7.11060484682204,-5.45,0
-7.09614148682204,-5.45,0
-7.08167812682204,-5.45,0
-7.06866110282204,-5.45,0
-7.05564407882204,-5.45,0
-7.04667679562204,-5.45,0
-7.03770951242204,-5.45,0
-7.03053568586204,-5.45,0
-7.02336185930204,-5.45,0
